months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model,auto_year,fraud_reported,auto_make_1,auto_make_2,auto_make_3,auto_make_4,auto_make_5,auto_make_6,auto_make_7,auto_make_8,auto_make_9,auto_make_10,auto_make_11,auto_make_12,auto_make_13,incident_city_1,incident_city_2,incident_city_3,incident_city_4,incident_city_5,incident_city_6,auto_make,incident_city,fraud_rate
258,41,605100,2001-02-15,0,100/300,500,1042.25,0,601206,1,5,3,15,4,0,-44400,2015-02-08,0,1,0,1,0,208,0,3,0,2,3,0,81240,6770,20310,54160,7,2008,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,8,5,0.21978021978021978
255,39,143109,2001-07-09,2,250/500,500,1453.95,0,470389,0,6,1,3,1,38200,0,2015-01-07,0,2,2,1,6,267,17,3,1,0,3,0,29300,2930,5860,20510,4,2010,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.24489795918367346
37,31,230223,2008-09-06,0,500/1000,500,1969.63,0,615218,0,4,11,16,3,0,0,2015-02-13,0,2,2,1,6,69,21,3,0,1,1,1,76450,6950,13900,55600,30,1995,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,3,0.25
322,44,769602,2004-12-19,0,100/300,1000,1156.19,0,606249,0,1,6,6,0,49900,-62700,2015-02-15,0,2,0,1,1,301,20,3,1,0,3,0,49400,9880,4940,34580,36,2010,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,7,4,0.18446601941747573
204,38,420815,2000-11-15,0,100/300,2000,1124.47,0,616161,0,4,12,11,5,0,-45100,2015-02-14,2,2,2,0,4,657,5,1,0,0,1,0,90530,16460,16460,57610,14,2003,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,4,0.3111111111111111
76,31,973546,2007-03-14,2,500/1000,500,1493.5,5000000,442335,0,0,8,12,1,39900,-44000,2015-01-31,3,1,1,3,6,361,7,1,0,2,1,0,8030,1460,730,5840,12,1995,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,8,4,0.6666666666666666
193,40,608039,2004-12-28,0,100/300,500,1155.38,0,604952,0,6,5,12,1,34200,-32300,2015-01-28,2,2,1,1,1,621,6,1,0,0,0,1,63900,6390,6390,51120,33,2001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,0.21978021978021978
405,55,250162,1999-07-05,0,250/500,500,878.19,0,441533,1,6,6,9,4,57100,0,2015-03-01,0,1,1,1,0,697,2,4,1,0,2,0,38640,4830,4830,28980,34,1997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.24489795918367346
435,58,786432,1997-11-15,1,100/300,2000,1145.85,0,471784,1,3,11,12,1,0,-40000,2015-01-10,0,1,2,2,1,320,19,3,0,1,1,1,41490,9220,4610,27660,12,2004,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,1,0.3111111111111111
54,35,445195,2010-09-27,1,100/300,500,1261.28,0,453265,0,4,10,10,4,68500,-42100,2015-02-25,0,2,1,1,5,452,21,3,1,2,0,0,79090,14380,7190,57520,26,2012,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,9,6,0.21978021978021978
144,35,938634,1993-08-30,0,100/300,500,1427.46,0,444922,1,2,6,6,5,0,0,2015-01-30,0,2,0,3,6,713,3,3,0,0,0,0,87900,17580,8790,61530,27,1995,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,6,0.21978021978021978
92,32,482495,1998-01-29,0,500/1000,500,1592.41,0,474324,1,5,9,19,0,58900,-29100,2015-02-06,2,1,2,0,6,524,22,1,0,2,3,1,53400,5340,5340,42720,36,1996,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7,1,0.25
173,36,796005,2007-08-18,2,250/500,1000,1274.63,0,441298,1,1,6,1,4,51000,0,2015-02-08,2,1,2,1,4,985,22,1,1,2,3,0,52030,9460,9460,33110,23,1995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.26881720430107525
436,60,910604,1992-04-14,1,250/500,500,1362.31,0,446606,1,2,9,3,5,67600,-65300,2015-01-13,2,0,1,0,5,772,16,1,0,0,2,0,82060,14920,7460,59680,2,2005,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,1,0.24489795918367346
155,35,327488,1993-08-09,2,250/500,1000,919.37,0,459537,0,0,10,10,1,83600,0,2015-01-18,2,0,1,0,1,32,0,1,0,0,3,0,48360,8060,8060,32240,26,1997,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9,4,0.26881720430107525
78,31,715202,1991-04-02,2,250/500,1000,1377.23,0,440757,0,5,1,11,4,72600,0,2015-03-01,0,2,1,2,1,925,1,3,0,2,1,0,52290,5810,11620,34860,26,1997,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9,2,0.26881720430107525
440,57,648852,2007-03-15,0,100/300,1000,995.55,5000000,604948,1,1,10,13,5,51500,-52100,2015-02-02,0,1,0,3,4,636,19,3,1,0,3,0,68200,12400,12400,43400,36,2007,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,1,0.4
264,43,516959,2010-05-01,0,100/300,500,1508.12,6000000,433275,1,6,2,1,5,0,0,2015-01-20,0,1,0,2,1,476,0,3,0,2,1,0,60750,13500,6750,40500,36,2015,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7,1,0.4
66,30,984456,2003-06-24,1,500/1000,500,484.67,0,608309,0,1,0,13,5,21100,-60800,2015-01-24,0,0,0,1,4,205,2,3,0,0,2,1,65560,11920,11920,41720,28,2015,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13,1,0.25
366,50,801331,1990-07-08,1,500/1000,1000,1561.41,0,462767,0,2,5,1,0,21200,0,2015-01-04,0,1,1,3,1,97,5,3,1,1,3,0,70290,12780,12780,44730,7,2012,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8,1,0.20224719101123595
188,37,786103,1994-09-24,2,100/300,500,1457.21,0,471785,0,3,0,10,3,46300,0,2015-01-17,2,1,2,0,4,498,6,1,0,2,0,1,45000,5000,5000,35000,15,2003,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,11,1,0.21978021978021978
224,39,684193,2012-06-20,0,500/1000,1000,1128.71,0,601397,0,3,9,17,2,0,-47100,2015-02-04,0,1,2,1,5,868,21,3,1,2,1,0,61800,12360,6180,43260,19,2007,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,11,5,0.20224719101123595
253,46,247505,2006-04-19,0,100/300,500,1358.2,0,477636,0,4,13,12,0,52900,0,2015-02-14,0,0,0,0,1,364,11,3,1,0,0,0,64570,5870,11740,46960,36,2001,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7,1,0.21978021978021978
446,61,259792,1999-04-07,0,100/300,1000,1232.79,0,441967,0,2,0,15,4,49900,-62100,2015-01-07,2,1,1,2,5,535,3,1,1,2,0,1,70500,7050,14100,49350,15,2007,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,11,6,0.18446601941747573
169,37,185124,2001-12-07,0,100/300,1000,936.19,0,454776,1,3,1,12,2,70600,-48500,2015-02-02,0,2,2,3,4,690,4,3,0,2,1,1,57900,17370,5790,34740,5,2005,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,4,0.18446601941747573
255,46,760700,2006-11-25,0,250/500,500,1302.34,0,431532,0,3,9,18,3,0,-52600,2015-01-12,0,0,1,1,6,39,2,3,0,1,0,0,57860,5260,10520,42080,20,2011,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,13,4,0.24489795918367346
209,39,362407,1996-12-06,1,100/300,500,1264.99,0,614169,1,6,13,14,0,67800,0,2015-01-01,2,2,1,1,5,257,22,1,0,1,1,0,37800,8400,4200,25200,32,1995,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,4,0.21978021978021978
210,37,389525,2012-07-10,2,500/1000,500,1467.76,0,601425,0,4,12,10,3,38700,-33100,2015-02-22,2,0,2,0,1,229,8,1,0,1,3,1,63300,6330,6330,50640,18,2000,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,12,3,0.25
174,33,179538,2014-04-07,1,250/500,2000,1124.43,0,477346,0,1,4,13,3,0,0,2015-01-16,0,1,2,0,6,101,14,3,1,0,1,1,44200,8840,4420,30940,2,1995,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10,4,0.25609756097560976
70,28,265437,2003-10-11,0,250/500,1000,1319.81,0,613587,1,2,6,19,0,67200,-59400,2015-01-28,0,2,1,3,6,880,14,4,0,1,0,1,31680,3520,3520,24640,9,2006,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,12,1,0.26881720430107525
89,32,266247,2015-01-17,1,100/300,2000,1482.53,0,620358,0,4,12,11,1,49100,-45100,2015-01-23,1,1,3,3,6,834,5,1,1,1,2,0,100,10,20,70,4,2002,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,4,0.3111111111111111
458,61,921851,1992-12-07,1,100/300,1000,1328.18,0,617699,0,2,10,3,2,53000,0,2015-02-25,2,0,1,1,6,302,18,1,0,2,1,0,56340,6260,6260,43820,28,2003,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,13,1,0.18446601941747573
239,40,488724,2004-11-29,1,100/300,500,1463.95,0,430567,0,3,11,16,3,0,0,2015-02-11,0,1,2,3,0,392,20,3,0,0,0,1,69740,6340,6340,57060,27,2003,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,6,0.21978021978021978
161,38,192524,2004-01-02,0,100/300,2000,1133.85,0,439870,1,6,8,8,1,60200,0,2015-01-03,0,0,2,3,6,137,0,3,1,2,2,1,60480,5040,15120,40320,20,2003,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,13,6,0.3111111111111111
446,61,338070,2006-01-25,1,500/1000,1000,1037.32,0,438837,0,2,12,16,5,0,-15700,2015-01-30,0,1,1,3,0,483,1,3,0,2,1,0,80880,6740,13480,60660,35,2005,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9,2,0.20224719101123595
476,61,865607,1993-04-18,1,250/500,1000,1562.8,0,458997,0,5,5,7,1,42800,-68200,2015-01-18,2,0,2,1,6,761,10,1,0,1,2,1,49390,8980,4490,35920,21,2009,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11,2,0.26881720430107525
70,29,963285,2006-12-09,1,100/300,1000,1425.79,0,604147,0,4,1,18,2,62400,-52300,2015-01-04,2,0,1,0,0,24,12,1,0,0,3,0,69360,11560,11560,46240,30,2009,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,5,0.18446601941747573
233,41,728491,1997-08-30,2,500/1000,2000,1615.14,0,606638,0,0,12,2,2,67100,0,2015-01-20,3,1,1,3,1,426,6,1,0,0,1,0,3740,680,680,2380,25,2011,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,6,0.16666666666666666
122,33,553436,1991-06-03,0,250/500,500,1236.5,0,619620,1,6,7,3,0,0,-48700,2015-02-12,1,1,3,3,1,812,1,1,0,0,1,0,5060,460,920,3680,35,2003,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9,2,0.24489795918367346
335,48,440616,1995-09-06,0,500/1000,2000,1017.97,0,441671,0,4,6,5,5,59900,-34800,2015-02-19,0,0,2,3,6,845,21,3,0,0,0,1,35860,3260,6520,26080,37,2005,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,1,0.16666666666666666
257,40,463237,2000-02-09,1,100/300,2000,1306.0,0,610381,1,0,6,6,0,46100,-46900,2015-02-21,0,0,0,0,1,988,3,3,1,2,1,0,50050,7700,3850,38500,16,2008,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1,0.3111111111111111
85,27,753452,1996-07-23,0,500/1000,2000,1174.14,0,602416,1,1,8,7,4,50400,-61500,2015-02-02,0,1,1,1,1,106,14,4,1,0,0,0,59070,10740,5370,42960,9,2012,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,12,3,0.16666666666666666
133,30,920554,2005-09-21,1,500/1000,1000,1231.01,0,459562,1,1,0,2,0,0,-31700,2015-02-01,0,0,1,1,4,91,19,3,0,1,2,0,28440,3160,3160,22120,27,2007,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,5,0.20224719101123595
119,34,594783,2011-12-30,0,250/500,500,1299.18,0,463271,0,1,12,10,5,57100,0,2015-01-08,2,0,0,1,2,710,7,1,1,2,1,1,45540,8280,8280,28980,10,1998,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,6,6,0.24489795918367346
169,34,725330,1996-07-21,1,100/300,500,1469.75,0,458132,0,3,11,15,1,0,-57600,2015-01-16,2,1,1,1,5,41,0,1,0,0,0,1,38700,7740,3870,27090,28,2012,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13,1,0.21978021978021978
225,39,607259,1996-04-08,2,250/500,500,1390.72,0,448949,1,5,12,13,2,83900,-52100,2015-02-20,1,1,3,3,4,785,6,1,1,2,1,1,5830,1060,530,4240,29,2011,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9,4,0.24489795918367346
84,32,979336,2001-03-04,0,500/1000,500,1694.09,7000000,603732,0,0,9,6,0,0,0,2015-01-30,2,1,2,2,1,58,0,1,1,0,2,0,57240,4770,9540,42930,38,1995,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,3,0.75
169,39,865201,2001-10-19,2,100/300,2000,1140.15,0,608929,1,2,1,8,0,0,-36800,2015-01-19,0,1,2,3,5,113,9,3,1,0,3,0,46200,4200,8400,33600,21,2015,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,11,5,0.3111111111111111
124,32,140977,2006-08-18,1,100/300,1000,1310.71,0,469875,0,5,4,11,5,29300,0,2015-02-25,2,2,2,0,1,943,23,1,1,0,1,0,57700,5770,5770,46160,9,2003,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,12,1,0.18446601941747573
320,48,787351,2013-04-28,0,250/500,2000,1730.49,7000000,443342,1,1,13,10,1,46300,-41700,2015-01-24,0,0,1,1,6,862,13,3,0,2,0,0,56160,4680,9360,42120,3,1995,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10,4,0.0
297,47,272330,2009-11-29,1,250/500,500,1616.65,7000000,456363,1,4,0,12,4,0,-59500,2015-01-16,0,2,2,1,6,3,0,3,0,0,3,1,44400,5550,5550,33300,17,1999,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7,1,0.3333333333333333
421,56,728025,1990-02-15,1,100/300,500,1935.85,4000000,470826,1,5,6,15,3,49500,-81100,2015-01-12,2,1,0,0,1,133,7,1,0,2,3,0,92730,16860,8430,67440,12,2004,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,8,2,0.42857142857142855
136,33,804608,2002-04-12,2,250/500,1000,855.14,0,458582,0,6,2,13,1,37900,0,2015-01-04,2,2,1,1,0,651,23,1,1,0,1,1,30700,3070,6140,21490,11,2015,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,4,0.26881720430107525
46,24,718829,1999-02-21,2,250/500,2000,1568.47,4000000,454480,0,2,1,19,4,46800,0,2015-02-02,2,2,0,1,1,126,7,1,0,2,0,0,56600,11320,5660,39620,9,1999,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,4,0.25
34,24,482404,2011-06-18,1,500/1000,2000,1550.53,0,435632,0,4,1,7,3,0,-27700,2015-02-01,1,1,3,3,5,374,20,1,1,0,1,0,3960,660,660,2640,4,1998,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,0.16666666666666666
95,30,331170,1995-03-26,0,250/500,2000,1370.92,0,442206,1,1,13,18,4,48900,0,2015-02-14,2,1,1,3,4,45,22,1,1,0,3,0,34800,3480,6960,24360,23,1999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0.25609756097560976
140,36,753056,1991-05-03,1,250/500,500,1363.59,0,468303,0,3,1,11,1,43200,0,2015-02-08,0,1,1,2,1,13,10,3,0,2,0,1,79500,7950,7950,63600,34,2000,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,5,0.24489795918367346
200,34,910365,2001-12-19,1,250/500,1000,828.42,3000000,467762,0,1,9,1,2,0,0,2015-01-22,2,0,2,3,1,375,10,1,0,2,2,0,56000,5600,5600,44800,25,2009,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,0.0
123,29,379268,2012-08-05,1,250/500,500,1209.63,0,447188,0,5,6,5,1,64800,-44200,2015-01-14,2,1,1,0,0,824,17,1,1,1,0,1,73260,16280,0,56980,20,2014,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13,1,0.24489795918367346
267,46,362843,2004-08-09,2,250/500,2000,1111.17,0,469438,1,4,2,0,4,35000,0,2015-02-03,1,1,3,3,6,432,3,1,1,2,3,1,4950,900,450,3600,9,1995,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,12,1,0.25609756097560976
290,42,135400,2014-01-20,1,500/1000,500,989.97,0,462519,1,5,6,11,3,32500,0,2015-01-20,2,1,1,0,6,285,10,1,0,0,1,0,48000,4800,9600,33600,3,2013,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10,2,0.25
45,37,798579,2011-12-19,1,250/500,1000,1114.23,0,432534,1,1,9,7,5,0,0,2015-01-01,2,2,0,1,4,493,1,1,1,0,1,1,52200,10440,5220,36540,29,2005,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,1,0.26881720430107525
186,38,250833,2008-07-28,1,250/500,2000,1347.31,0,436467,0,3,10,7,4,80900,-111100,2015-02-02,0,1,1,0,1,38,1,3,0,2,3,0,73800,12300,12300,49200,4,1995,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.25609756097560976
135,34,824116,1998-05-05,0,250/500,2000,1687.53,0,465674,0,3,10,0,2,0,-69600,2015-01-23,2,2,2,1,0,177,7,1,0,1,2,0,78200,15640,7820,54740,4,2009,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,3,0.25609756097560976
110,33,322613,1995-04-16,1,250/500,1000,1183.48,0,442389,1,0,7,3,0,0,0,2015-01-26,2,1,0,0,5,127,19,1,0,2,3,0,55200,13800,9200,32200,2,2015,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.26881720430107525
259,43,871305,1992-02-14,0,500/1000,2000,1537.13,0,471614,0,6,5,11,3,0,-58300,2015-01-02,0,2,2,2,1,390,3,3,0,0,2,1,57060,6340,6340,44380,16,2012,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,3,0.16666666666666666
114,30,488037,2007-07-11,2,250/500,1000,1173.25,0,442936,0,5,10,7,0,0,-34700,2015-02-25,3,1,1,3,6,380,3,1,0,0,3,1,4680,520,520,3640,25,2013,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,0.26881720430107525
404,56,485813,2010-04-07,1,250/500,1000,1361.16,4000000,437944,0,5,13,6,1,0,-63700,2015-01-15,2,0,1,0,5,190,23,1,0,2,0,1,53100,5310,5310,42480,23,2005,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,0.5
282,48,886473,1991-03-10,2,500/1000,2000,1422.56,7000000,473705,0,4,9,18,0,26900,-55300,2015-02-09,3,1,1,3,6,193,7,1,0,1,2,0,3520,640,320,2560,23,2013,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.0
57,25,907113,1996-01-20,0,500/1000,2000,1143.06,0,469363,0,5,12,7,3,63100,-54100,2015-01-16,0,0,2,0,5,702,0,3,0,0,1,1,72900,14580,14580,43740,26,2010,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9,5,0.16666666666666666
215,38,833321,2010-03-01,1,250/500,500,1405.71,0,465376,0,6,2,4,4,0,0,2015-02-01,2,1,2,3,4,990,10,1,0,0,1,0,70700,7070,14140,49490,28,2008,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13,1,0.24489795918367346
140,30,521592,2014-06-15,0,100/300,500,1354.2,0,438775,0,1,0,3,5,100500,0,2015-02-10,0,2,1,2,4,166,4,4,0,0,0,0,60170,5470,10940,43760,29,2006,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,1,0.21978021978021978
250,42,254837,2004-11-25,1,100/300,500,1055.6,0,457962,1,2,3,13,0,69500,-40700,2015-01-03,2,1,0,2,4,835,16,1,0,1,1,0,74800,13600,6800,54400,16,2009,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1,0.21978021978021978
286,41,634499,2000-08-26,0,250/500,1000,999.43,0,477947,1,1,9,13,5,25800,0,2015-01-01,3,1,3,3,6,202,3,1,1,2,0,0,4100,820,410,2870,25,2009,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.26881720430107525
356,47,574707,2005-08-23,1,250/500,2000,1155.97,0,431104,1,2,9,4,0,0,0,2015-02-23,2,2,1,2,4,199,5,1,1,0,3,0,61490,5590,11180,44720,30,2009,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,1,0.25609756097560976
65,29,476839,1990-08-09,0,250/500,1000,1726.91,0,456570,1,2,7,1,3,0,0,2015-01-28,3,1,3,3,5,382,14,1,0,0,0,0,7200,720,1440,5040,5,1999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,0.26881720430107525
187,34,149601,2003-03-28,1,500/1000,500,1232.57,0,612986,0,6,6,14,1,59500,0,2015-02-22,0,2,1,1,1,467,7,3,0,0,0,0,45100,8200,4100,32800,29,2011,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,1,0.25
386,53,630683,2007-10-23,2,250/500,500,1078.65,0,615730,1,3,2,4,1,36800,0,2015-01-03,2,0,1,3,6,36,16,1,0,2,3,1,66660,12120,6060,48480,10,2006,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6,3,0.24489795918367346
197,41,500639,1996-06-27,2,500/1000,1000,1324.78,0,478640,0,6,9,1,1,0,-64500,2015-01-10,2,0,0,3,0,886,6,1,0,2,2,1,76400,15280,7640,53480,20,1997,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,13,4,0.20224719101123595
166,37,352120,1994-12-11,1,250/500,500,1518.54,0,470510,0,4,2,11,1,0,0,2015-01-25,2,1,2,0,3,299,10,1,1,1,1,0,58300,10600,10600,37100,14,2001,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,5,0.24489795918367346
293,49,569245,1995-12-05,0,100/300,2000,1239.06,0,439360,0,3,13,16,0,34900,0,2015-01-10,2,0,2,3,4,194,19,1,0,1,1,0,57310,5210,10420,41680,28,2002,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,5,0.3111111111111111
179,32,907012,1996-12-15,2,500/1000,2000,1246.68,0,440251,0,6,8,12,3,0,0,2015-01-28,2,0,1,1,1,174,10,1,0,0,1,0,53100,5900,5900,41300,19,2006,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11,1,0.16666666666666666
76,24,700074,2011-06-06,2,250/500,1000,1622.67,0,600313,0,4,8,13,0,0,0,2015-02-18,0,2,2,0,6,579,6,3,0,1,1,0,74700,14940,7470,52290,15,1997,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,11,5,0.26881720430107525
105,28,866805,1995-12-13,2,250/500,500,1082.36,0,452216,0,0,9,9,3,0,0,2015-01-24,0,1,0,1,4,969,12,3,0,2,2,0,60500,12100,6050,42350,5,1995,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,0.24489795918367346
97,26,951863,1997-10-28,2,250/500,1000,1270.55,0,478532,1,5,10,5,4,0,-72100,2015-01-20,0,2,2,2,0,711,10,3,1,2,3,0,84920,7720,15440,61760,36,2006,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,7,5,0.26881720430107525
148,36,211578,1996-01-04,0,500/1000,1000,1236.32,5000000,616929,0,4,0,10,3,55100,0,2015-01-10,2,2,2,3,3,271,0,1,0,2,0,0,61050,5550,11100,44400,27,2009,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,4,0.0
77,26,357394,2008-05-09,0,250/500,2000,785.82,0,620207,1,3,3,12,2,49700,0,2015-01-07,0,1,0,3,1,907,12,3,1,2,0,0,69080,12560,6280,50240,5,2009,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,0.25609756097560976
295,46,863749,2009-12-05,1,250/500,500,1265.84,0,605743,0,3,9,13,3,52200,-44500,2015-01-16,3,1,1,3,5,105,10,1,1,1,3,1,4560,760,380,3420,29,2007,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,1,0.24489795918367346
126,28,596914,1992-01-05,1,250/500,500,1508.9,0,472814,0,3,6,16,2,0,0,2015-01-01,0,1,2,3,6,482,3,4,0,0,1,0,67800,11300,11300,45200,14,2011,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,3,0.24489795918367346
132,32,684653,1997-11-15,2,250/500,2000,1106.84,0,464362,1,6,7,15,5,43100,-31900,2015-01-07,3,1,1,3,4,398,21,1,1,1,1,1,5600,1120,560,3920,21,2005,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,11,5,0.25609756097560976
370,55,528259,2012-12-22,1,500/1000,2000,1389.13,7000000,456203,1,3,7,1,5,0,-53200,2015-02-17,3,1,1,3,0,423,6,1,0,0,2,0,9000,900,1800,6300,24,2015,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,8,4,0.0
